Jones Food Store Equipment Ltd.	6042946321	6042944087	2896 Norland Avenue	Burnaby	BC	Canada	V5B 3A7	JFSE	3830	2008-08-11 08:00:00-07	2016-05-06 06:32:14-07	\N	f
Mosaic Hardwood Floors	6043251942	6043258886	110-8475 Ontario St.	Vancouver		Canada	V5X 3E8	MHF	3908	2008-10-26 08:00:00-07	2016-05-06 06:32:15-07	\N	f
Haworth	6043664379		Holand	Holand		Holand		HW	5498	2014-01-08 07:00:00-08	2016-05-06 06:32:39-07	\N	f
PSW Architecture & Interior Design	13063599007	13063590090	2110 College Avenue	Regina	SK	Canada	S4P 1C5	PSW	4130	2009-07-13 08:00:00-07	2016-05-06 06:32:18-07	\N	f
Nova Stainless Products	6049442012	6049442015	#106-84 North Bend Street	Coquitlam	BC	Canada	V6K 6H1	NSP	4032	2009-03-04 07:00:00-08	2016-05-06 06:32:16-07	6	f
GalleyWorks	6045141777	6045141778	214 - 20451 54th Avenue	Langley	BC	Canada	V3A 5C6	GW	4136	2009-07-16 08:00:00-07	2016-05-06 06:32:18-07	\N	f
Roaron Construction Ltd.	6048887818	6048888191	Unit #4, 19747 Telegraph Trail	Langley	BC	Canada	V1M 3E6	RCL	4138	2009-07-21 08:00:00-07	2016-05-06 06:32:18-07	\N	f
Matcon Demolition Ltd.	6045205909	6045205957	2208 Hartley Ave	Coquitlam	BC	Canada	V3K 6X3	MDL	4156	2009-08-26 08:00:00-07	2016-05-06 06:32:18-07	\N	f
Integrated Resource Consultants Inc	6042787714	6042787741	#160-14480 River Road	Richmond	BC	Canada	V6V 1L4	IRC	4168	2009-08-31 08:00:00-07	2016-05-06 06:32:18-07	\N	f
Ardel Steel Ltd.	3067212995	3067212510	455 Longman Crescent	Regina	SK	Canada	S4N 6G3	ASL	4180	2009-09-09 08:00:00-07	2016-05-06 06:32:18-07	\N	f
BLC Engineering Inc.	6049903556	6049903533	4120 228th Street	Langley	BC	Canada	V2Z 2H3	BLCE	4186	2009-09-15 08:00:00-07	2016-05-06 06:32:18-07	\N	f
Nor-Kam Concrete Forming	2507511769	2507562082	2313 Golden Meadows Crescent	Nanaimo	BC	Canada	V9T 3L9	NKCF	4188	2009-09-15 08:00:00-07	2016-05-06 06:32:18-07	\N	f
J Matt	6048347004	6049999999	11939 234 Street	Maple Ridge	BC	Canada	V2X 9M5	JM	4192	2009-09-21 08:00:00-07	2016-05-06 06:32:18-07	\N	f
Triton Stone & Tile	6049449704	6049449708	2537 Dahlia Court	Coquitlam	BC	Canada	V3E 2P1	TST	4200	2009-10-04 08:00:00-07	2016-05-06 06:32:18-07	\N	f
Keystone Electric Ltd.	6045221500	6045221501	53A Fawcett Road	Coquitlam	BC	Canada	V3K 6V2	KEL	4204	2009-10-04 08:00:00-07	2016-05-06 06:32:18-07	\N	f
Elance Steel Fabricating Co. Ltd.	3069314412	3069317683	40 Unger Street	Saskatoon	SK	Canada	S7K 3J7	ESFCL	4184	2009-09-09 08:00:00-07	2016-05-06 06:32:18-07	\N	f
Wolf Mashohn Consultants Inc.	6045147919	8662357037	205 - 20179 56th Avenue	Surrey	BC	Canada	V3A 3Y6	WSCI	4206	2009-10-25 08:00:00-07	2016-05-06 06:32:18-07	\N	f
Max Builders & Maintenance	12508182217	12503602088	Box 5357 LCD 9	Victoria	BC		V8R 6S4	MBM	4208	2009-10-25 08:00:00-07	2016-05-06 06:32:18-07	\N	f
Seawest Construction	6047282135	6049299256	Box 56105 1st Avenue RPO	Vancouver	BC		V5L 5E2	SWC	4210	2009-10-25 08:00:00-07	2016-05-06 06:32:18-07	\N	f
Lake City Centre Properties Ltd.	6046814111	6045894833	1680 - 13450 102nd Avenue	Surrey	BC	Canada	V3T 5X3	LCCP	4212	2009-11-03 07:00:00-08	2016-05-06 06:32:18-07	\N	f
Craven Huston Powers Architects 	6047939445	6047939446	9355 Young Road	Chilliwack	BC	Canada	V2P 4S3	CHPA	4214	2009-11-11 07:00:00-08	2016-05-06 06:32:18-07	\N	f
Independant Floor Testing & Inspection	8004903657	8778140338	615 - 2300 Clayton Road	Concord	CA	USA	94520	IFTI	4222	2009-12-02 07:00:00-08	2016-05-06 06:32:18-07	\N	f
Marathon Equipment Company	8006338974	2056959150	PO Box 1798	Vernon	AL	USA	35592-1	MEC	4224	2009-12-02 07:00:00-08	2016-05-06 06:32:18-07	\N	f
Alpine Sprinkler System Ltd	6044665227	6044665267	12047-211th Street 	Maple Ridge		Canada	V2X 8K6	ASS	4228	2009-12-07 07:00:00-08	2016-05-06 06:32:18-07	\N	f
Vincent W. Liu	7788896768		4 - 7405 Woodbrook Place	Burnaby	BC	Canada	V5A 4G4	VWLSE	4230	2009-12-08 07:00:00-08	2016-05-06 06:32:18-07	\N	f
Meridian Cabinets Ltd.	6048560006	6048561012	5536 - 275th Street	Langley	BC	Canada	V4W 3X7	MCab	4234	2009-12-16 07:00:00-08	2016-05-06 06:32:18-07	\N	f
Chubby Brothers Caulking	7788391819	6049316357	Po Box 474 Station Main 10688 King George Blvd.	Surrey BC		Canada	V3T 5B7	CB	3427	2007-06-18 08:00:00-07	2016-05-06 06:32:09-07	8	f
Fino Projects 	6047889647		222 East 25th Street	North Vancouver		Canada, BC 	V7M 1A1	FP	4838	2012-01-10 07:00:00-08	2016-05-06 06:32:26-07	5	f
Lot 30 Design Inc	6042311951	6042311961	120 - 1200 Valmont Way	Richmond	BC	Canada	V6V 1Y4	LTZD	4240	2010-01-05 07:00:00-08	2016-05-06 06:32:19-07	\N	f
GBL Architects Inc.	6047361156	6047315279	139 East 8th Avenue	Vancouver	BC	Canada	V5T 1R8	GBL	4244	2010-01-06 07:00:00-08	2016-05-06 06:32:19-07	\N	f
VVV Engineering Ltd	6044549000	6044549995	Unit 173-5489 Bryne Road	Burnaby		Canada	V5J 3J1	VVV	4232	2009-12-14 07:00:00-08	2016-05-06 06:32:19-07	\N	f
Wright Design Concepts	6048800227	6044620227	26666 112th Avenue	Whonnock	BC	Canada	V2X 1P7	WDC	4250	2010-01-07 07:00:00-08	2016-05-06 06:32:19-07	\N	f
Canam Group Inc.	8774996049	4182281750	95 Schooner Street	Coquitlam	BC	Canada	V3K 7A8	CGI	4252	2010-01-13 07:00:00-08	2016-05-06 06:32:19-07	\N	f
Red Seal Electric Inc.	6047377339		Unit 147, 11568 Eburne Way	Richmond	BC	Canada	V6V 0A7	RSEI	4258	2010-01-18 07:00:00-08	2016-05-06 06:32:19-07	\N	f
Spratt Emanuel Engineering Ltd.	6048721211	6048721274	2348 Yukon Street	Vancouver	BC	Canada	V5Y 3T6	SEE	4262	2010-01-20 07:00:00-08	2016-05-06 06:32:19-07	\N	f
Burnik Drywall	6042723543	6042724364	2150 - 21331 Gordon Way	Richmond	BC	Canada	V6W 1J9	BD	4264	2010-01-25 07:00:00-08	2016-05-06 06:32:19-07	\N	f
ISL Engineering and Land Services Ltd.	6046292696	6046292698	503 - 4190 Lougheed Highway	Burnaby	BC	Canada	V5C 6A8	ISLE	4266	2010-01-25 07:00:00-08	2016-05-06 06:32:19-07	0	f
BBW Construction Ltd.	2503777224		1723 Cheakamus Drive	Kamloops	BC	Canada	V2E 2T6	BBWC	4268	2010-02-09 07:00:00-08	2016-05-06 06:32:19-07	\N	f
NorthView Masonry 	6048683825	6045346705	20411 43rd Avenue	Langley		Canada	V3A 3C1	NVM	4270	2010-02-16 07:00:00-08	2016-05-06 06:32:19-07	\N	f
Danamac Concrete Systems	6045330837	6045330837	23386 - 34A Avenue	Langley	BC	Canada	V2Z 2H6	DCS	4272	2010-02-16 07:00:00-08	2016-05-06 06:32:19-07	\N	f
Alliance Energy	3067216484	3067219393	504 Henderson Drive, PO Box 1306	Regina	SK	Canada	S4P 3B8	AE	4278	2010-02-24 07:00:00-08	2016-05-06 06:32:19-07	\N	f
Source Floor Specialties Inc.	6044656287	6044609105	110 - 20285 Stewart Crescent	Maple Ridge	BC	Canada	V2X 8G1	SFSI	4284	2010-03-09 07:00:00-08	2016-05-06 06:32:19-07	\N	f
System One Floor Solutions Inc.	6045766979	6045745969	708 13377 78th Avenue 	Surrey	BC	Canada	V3W 5B9	SOFS	4280	2010-02-24 07:00:00-08	2016-05-06 06:32:19-07	\N	f
Parissa Labs Inc.	6049869974	6049861872	1465 Barrow Street	North Vancouver	BC	Canada	V7L 4P6	PLI	4296	2010-04-14 08:00:00-07	2016-05-06 06:32:20-07	\N	f
Jonathan Losee Ltd.	6046691003	6046690402	102 - 1661 West 2nd Avenue	Vancouver	BC	Canada	V6J 1H3	JLL	4328	2010-05-31 08:00:00-07	2016-05-06 06:32:20-07	\N	f
Jim Pattison Indsutries  Ltd.	6047886887	6046946912	18th Floor 1067 W Cordova Street	Vancouver	BC	Canada	V6C 1C7	JPIL	4142	2009-08-17 08:00:00-07	2016-05-06 06:32:18-07	\N	f
Kendallco.Ltd.	6048886338	6048886815	#3 - 20120 - 102B Avenue	Langley	BC	Canada	V1M 3G9	KL	4306	2010-04-28 08:00:00-07	2016-05-06 06:32:20-07	\N	f
Modern Grounds Maintenance Ltd.	6048884999	6048884946	9702-216th STreet	Langley		Canada	V1M 3J2	MGM	4314	2010-05-18 08:00:00-07	2016-05-06 06:32:20-07	\N	f
Varty Floors Ltd.	3063845575	3063828588	828-56th Street East	Saskatoon	SK	Canada	S7K-5Y8	VFL	4334	2010-06-03 08:00:00-07	2016-05-06 06:32:20-07	\N	f
Blackburn Young Office Solutions	6046962220	6046966422	404A - 1040 Hamilton Street	Vancouver	BC	Canada	V6B 2R9	BYOS	4364	2010-06-28 08:00:00-07	2016-05-06 06:32:20-07	\N	f
Style in Form	6048758955	6048758954	7968 Winston Street	Burnaby	BC	Canada	V5A 2H5	SIF	4390	2010-08-04 08:00:00-07	2016-05-06 06:32:20-07	\N	f
Steven Hart Architect Inc.	6046696002	6046691091	10 - 120 Powell Street	Vancouver	BC	Canada	V6A 1G1	SHAI	4522	2010-11-24 07:00:00-08	2016-05-06 06:32:22-07	\N	f
Storm Guard Water Treatment Inc.	6043240089	6043240086	1080 Page Street	Richmond	B.C.	Canada	V6V 2Y3	SGW	4544	2011-01-06 07:00:00-08	2016-05-06 06:32:22-07	\N	f
Docza Construction Ltd.	6045411637	6045411637	14542 32nd Avenue	Surrey	BC	Canada	V4P 2J6	DCL	4566	2011-02-21 07:00:00-08	2016-05-06 06:32:22-07	\N	f
Stageright Corporation	8004384499	9999999999	495 Pioneer Parkway	Clare	MI	USA	48617	SRC	4596	2011-04-25 08:00:00-07	2016-05-06 06:32:24-07	\N	f
John Peachey and Associates/Innovative Signage Inc.	6049844395	6049844495	208 - 1075 West 1st Street	North Vancouver	BC	Canada	V7P 3T4	JPAIS	4630	2011-05-23 08:00:00-07	2016-05-06 06:32:24-07	\N	f
Iron Security Service	6042177412		7876 Taulbut Street 	Mission		Canada	V2V 3W7	ISS	4682	2011-08-22 08:00:00-07	2016-05-06 06:32:24-07	\N	f
Door Care	6045354123	6049999999	5090 235th Street	Langley	BC	Canada	V2Z 2P5	DC	4748	2011-10-19 08:00:00-07	2016-05-06 06:32:26-07	\N	f
A & G Demolition	6043220083	6045440582	1179 54th Ave E	Vancouver	BC	Canada	V3N 2T4	AGD	4810	2011-11-28 07:00:00-08	2016-05-06 06:32:26-07	\N	f
Summer Lane Finishing Corp.	6047202418		1831 London Street	New Westminster	BC	Canada	V3M 3E2	SLF	4864	2012-01-30 07:00:00-08	2016-05-06 06:32:27-07	\N	f
Lionheart Construction Inc.	6046255558	6046255559	5480 Rand Street	Abbotsford	BC	Canada	V4X 2P4	LHC	4936	2012-03-21 08:00:00-07	2016-05-06 06:32:29-07	\N	f
Hapa Collaborative	6049094150		403-375 West 5th Avenue	Vancouver	BC	Canada	V5Y 1J6	HC	4974	2012-04-23 08:00:00-07	2016-05-06 06:32:29-07	0	f
Glenco Electric Ltd.	16048568553	16048505473	2699 West Railway Street	Abbotsford	BC	Canada	V2S 2E7	GEL	5026	2012-06-25 08:00:00-07	2016-05-06 06:32:29-07	\N	f
Western Pacific Enterprises GP	6045401321	6045401390	1321 Ketch Court	Coquitlam	BC	Canada	V3K 6X7	WPE	5048	2012-08-07 08:00:00-07	2016-05-06 06:32:31-07	\N	f
Black & MacDonald	6043011070	6043011071	1331 Clark Drive	Vancouver	BC	Canada	V5L 3K9	B&M	5072	2012-08-28 08:00:00-07	2016-05-06 06:32:31-07	\N	f
Abacus Manufacturing and Design Inc. 	6046694041	6045398665	Suite 1830-505 Burrard St	Surrey	BC	Canada	V3S 6J9	AM&D	5106	2012-09-26 08:00:00-07	2016-05-06 06:32:32-07	\N	f
National Dagendor	6049407766	6049407765	114 - 7198 Vantage Way	Delta	BC	Canada	V4G 1K7	DAG	4274	2010-02-18 07:00:00-08	2016-05-06 06:32:19-07	0.00000000000000000000	f
Portico Design Group	6042755470	6042755435	300 - 1508 West 2nd Avenue	Vancouver	BC	Canada	V6J 1H2	PDG	4332	2010-06-01 08:00:00-07	2017-08-03 09:40:22-07	5	f
Senga Designs Landscape	6049298627	6049296154	4268 Fonteyn Way	North Vancouver		Canada	V7R 4L4	SDL	5230	2013-02-05 07:00:00-08	2016-05-06 06:32:34-07	\N	f
Parallel Group of Companies	6046691300	6046691303	807 - 318 Homer Street	Vancouver	BC	Canada	V6B 2V2	PGC	5284	2013-03-13 08:00:00-07	2016-05-06 06:32:34-07	\N	f
Green as Grass Lawn and Garden Inc.	6042315925		10520 Gilmore Cres	Richmond	BC	Canada	V6X 1X4	GAG	5538	2014-02-10 07:00:00-08	2016-05-06 06:32:39-07	8	f
Standard Insulation & Siding Ltd.	6045727578		212-8322 130th Street	Surrey	BC	Canada	V3W 8J9	SISL	5370	2013-06-23 08:00:00-07	2016-05-06 06:32:37-07	7	f
Narland Properties (Haney) Ltd.	6046812747	6046628988	206 - 1168 Hamilton Street	Vancouver	BC	Canada	V6B 2S2	NPHL	5426	2013-09-18 08:00:00-07	2016-05-06 06:32:37-07	0	f
Brenhill Developments	6042410700		1079 Richards Street	Vancouver	BC	Canada	V6B 8R3	BHD	5480	2013-11-28 07:00:00-08	2016-05-06 06:32:39-07	\N	f
North American Pile Driving Inc.	6045400317	6045265676	404A Salter Street	New Westminster	BC	Canada	V3m 0A4	NAPD	4962	2012-04-17 08:00:00-07	2016-05-06 06:32:29-07	7	f
Murray Johnson Engineering Ltd.	6045263335	6045263338	212 5th Avenue 	New Westminister	BC	Canada	V3L 1R4	MJEL	4148	2009-08-24 08:00:00-07	2016-05-06 06:32:18-07	\N	f
Cypress Paving (1976) Ltd.	3066933751	3066936880	Box 891 1095 High St. W.	Moose Jaw		Canada	S6H 4P5	CPL	4354	2010-06-22 08:00:00-07	2016-05-06 06:32:20-07	\N	f
David Nairne + Associates Ltd	6049843503		Suite 250-171 Esplanade W  	North Vancouver	BC	Canada	V7M 3K9	DNA	5254	2013-02-25 07:00:00-08	2016-05-06 06:32:34-07	0	f
Trimen Food Service Equipment Inc.	(604) 952-5159 ext ____		7601 MacDonald Road	Delta	BC	Canada	V4G 1N3	Trimen	4464	2010-09-28 08:00:00-07	2017-03-09 11:56:48-08	\N	f
Nu Frame Ltd.	6045743525	6045740519	205 - 18515 53rd Avenue	Surrey	BC	Canada	V3S 7A4	NFL	4740	2011-10-16 08:00:00-07	2016-05-06 06:32:26-07	7	f
Safeguard Mechanical	6049312362	6049342329	1050 Thomas Ave	Coquitlam	BC	Canada	V3K 2K6	SM	4382	2010-07-22 08:00:00-07	2016-05-06 06:32:20-07	\N	f
Swing Time Distributors Ltd.	6049909187	6049909167	2042 Grand Boulevard	North Vancouver	BC	Canada	V7L 3Y7	STDL	5450	2013-10-16 08:00:00-07	2016-05-06 06:32:39-07	7	f
David Norman Architect Inc.	6049840166	6049840169	3455 Aintree Drive	North Vancouver	BC	Canada	V7R 4E2	DNAI	4468	2010-10-04 08:00:00-07	2016-05-06 06:32:22-07	\N	f
A & A X-Ray & Coring	6042776174	6042776170	505-8840 210 St	Langley	BC	Canada	V7E 2E7	AAX	4498	2010-10-25 08:00:00-07	2016-05-06 06:32:22-07	\N	f
SSpeedpro Signs & Imaging	6049886170		274 East 1st Street	North Vancouver		Canada	V7L 1B3	SPI	4570	2011-02-22 07:00:00-08	2016-05-06 06:32:22-07	\N	f
Mission Security Service	7789974519	6048268372	7528 James Street	Mission	B.C.	Canada	V2V 3W1	MSS	4666	2011-06-26 08:00:00-07	2016-05-06 06:32:24-07	\N	f
Murphy Design Services Inc. 	6048236773	6048236510	42177 Yarrow Central Road	Chilliwack	B.C.	Canada	V2R 5E5	MDS	4704	2011-09-12 08:00:00-07	2016-05-06 06:32:24-07	\N	f
Trio Architectural Design Inc.	6048543740	6048543125	3242 Beverley Crescent	Abbotsford	BC	Canada	V2S 4M5	TADI	4730	2011-09-27 08:00:00-07	2016-05-06 06:32:24-07	\N	f
Quoin Project and Cost Management Ltd. 	6046889430	6046842676	#510-837 West Hastings Street	Vancouver	BC	Canada	V6C 3N6	QPCM	4804	2011-11-27 07:00:00-08	2016-05-06 06:32:26-07	\N	f
DL Watts Flooring Ltd. 	6045431994		#708- 13377 78th Avenue	Surrey	BC	Canada	V3W 5B9	DLWF	4832	2012-01-08 07:00:00-08	2016-05-06 06:32:26-07	\N	f
Sage Cabinetry	6049883504		1503 Columbia St.	North Vancouver		Canada 	V7J1A3	SGE	5440	2013-10-02 08:00:00-07	2016-05-06 06:32:39-07	\N	f
Affiliated Roofers	6049377730	6049427738	#112a-81 Golden Drive	Coquitlam		Canada	V3K 6R2	AR	4438	2010-08-22 08:00:00-07	2016-05-06 06:32:20-07	1	f
Colwin Design Ltd.	6044606620	6044606621	20181-115A Avenue	Maple Ridge	BC	Canada	V2X0Z3	CDL	5032	2012-07-10 08:00:00-07	2016-05-06 06:32:31-07	\N	f
Creative Transportation Solutions	6049366190	6049366175	84A Moody Street	Port Moody	BC	Canada	V3H 2P5	CTS	5060	2012-08-21 08:00:00-07	2016-05-06 06:32:31-07	\N	f
PC Urban (Barrow Street) Limited Partnership	6044085670	6046826389	Ste. 1465, Two Bentall Centre, 555 Burrard Street, Box 229	Vancouver	BC	Canada	V7X 1M9	PCUBS	5134	2012-11-01 08:00:00-07	2016-05-06 06:32:32-07	\N	f
Summit Steel Cladding Inc.	6045334001	6045332246	105-5967 206A Street	Langley	BC	Canada	V3A 8M1	SSC	4772	2011-11-08 07:00:00-08	2016-05-06 06:32:26-07	7	f
Wilson Tractor Service	6042907294	6045300429	24360 26 Avenue	Langley	BC	Canada	V2Z 3A6	WTS	4900	2012-02-26 07:00:00-08	2016-05-06 06:32:29-07	9	f
Peak Excavating Ltd.	6048649121	6048649122	108 - 31236 Wheel Ave	Abbotsford	BC	Canada	V2T 6G9	PE	4718	2011-09-25 08:00:00-07	2016-05-06 06:32:24-07	5	f
TNAI Engineering	6048770944		315 7the Avenue	West Vancouver	BC	Canada	V5Y 1M2	TNAI	5146	2012-11-15 07:00:00-08	2018-03-09 14:58:51-08	\N	f
Welcome Home Society	6045923001	6045923004	6925 King George Highway	Surrey	BC	Canada	V6E 4H1	WHS	4998	2012-05-07 08:00:00-07	2018-03-29 09:43:07-07	\N	f
M2 Landscape Architecture Ltd.	6045530044	6044343088	#220 26 Lorne Mews	New Westminster	BC	Canada	V3M 3L7	M2L	4906	2012-03-04 07:00:00-08	2018-04-03 09:04:05-07	\N	f
Tilex Construction Ltd.	6047679886	6045832489	16456 93B Avenue	Surrey	BC	Canada	V4N 5S3	TCL	4282	2010-03-01 07:00:00-08	2018-04-25 11:04:11-07	8	f
Lin Won Project Management Ltd.	6046713360	6046713360	#268 - 8191 Westminister Highway	Richmond	BC	Canada	V6X 1A7	LWP	4150	2009-08-24 08:00:00-07	2016-05-06 06:32:18-07	\N	f
Walchuk Masonry Ltd.	3066939949	3066926119	337 River Street West	Moose Jaw	SK	Canada	S6H 1S1	WML	4290	2010-03-23 08:00:00-07	2016-05-06 06:32:20-07	\N	f
Reliable Granite and Marble 	6043253130	6043253132	11635 Eburne Way 	Richmond	BC	Canada	V6V2M1	RGM	4316	2010-05-19 08:00:00-07	2016-05-06 06:32:20-07	\N	f
Specialty Industries	3067890441	3067890419	972 Graham Road	Regina	SK	Canada	S4N 6K1	SI	4340	2010-06-07 08:00:00-07	2016-05-06 06:32:20-07	\N	f
B & R Doors Ltd.	6044207909	6044207993	7880 Express Street	Burnaby	BC	Canada	V5A 1T4	BRDL	4372	2010-07-05 08:00:00-07	2016-05-06 06:32:20-07	\N	f
Sign Of The Times	3067899988		2031 Styles Crescent	Regina	SK	Canada	S4V 0P8	SOTT	4476	2010-10-11 08:00:00-07	2016-05-06 06:32:22-07	\N	f
Fresco Cabinetry	6042760111	6042760115	3038- 2560 Shell Rd	Richmond		Canada	V6X 0B8	FC	4504	2010-10-25 08:00:00-07	2016-05-06 06:32:22-07	\N	f
Thomas Leung Structural Engineering Inc.	6048731768	6048739978	121 West 6th Avenue	Vancouver	BC	Canada	V5Y 1K3	TLSE	4330	2010-05-31 08:00:00-07	2016-05-06 06:32:20-07	0.00000000000000000000	f
A-1 Doors and Mouldings Ltd	6045911044	\N	12625-80th Avenue	Surrey	BC	Canada	V3W 3A6	A1DM	5645	2016-05-06 06:32:42-07	2017-09-01 10:02:23-07	\N	f
Dan-ex Contracting Ltd.	6049806812	6049866823	1586 Railway Street	North Vancouver		Canada	V7J 1B5	DCL	5188	2012-12-17 07:00:00-08	2016-05-06 06:32:34-07	5	f
Northwestern Systems Corp.	6047779988	6047779910	1388 Derwent Way	Delta	BC	Canada	V3M 6C4	NSC	4582	2011-03-03 07:00:00-08	2016-05-06 06:32:22-07	5	f
TSR/ Sunburst Construction Ltd.	6048885404	6048889606	P.O. Box 962	Fort Langley	BC	Canada	V1M 2S3	TSR	4684	2011-08-23 08:00:00-07	2016-05-06 06:32:24-07	4	f
Sudden Technologies	6048733910	6048733600	103 - 7635 North Fraser Way	Burnaby	BC	Canada	V5J 0B8	ST	4534	2010-12-21 07:00:00-08	2016-05-06 06:32:22-07	\N	f
Wanes Custom Woodworks Inc.	6043256404	6043259225	2787 Norland Avenue	Burnaby	BC	Canada	V5B 3A9	WCWI	4556	2011-02-08 07:00:00-08	2016-05-06 06:32:22-07	\N	f
Corix Water Products	6045768231	6045768924	17924 56th Ave Highway 10	Cloverdale	B.C.	Canada	V3S 1C7	CWP	4632	2011-05-31 08:00:00-07	2016-05-06 06:32:24-07	\N	f
R.A. Weiss Limited DBA Pine Grove Erectors	6043090805	6048507875	PO Box 165	Abbotsford	BC	Canada	V2T 6Z5	PGE	4658	2011-06-12 08:00:00-07	2016-05-06 06:32:24-07	\N	f
Christian Gospel Society	6045143701	6049999999	22678 48th Avenue	Langley	BC	Canada	V2Z 2T6	CGS	4722	2011-09-27 08:00:00-07	2016-05-06 06:32:24-07	\N	f
Garaventa Lift BC	6044616636	6044610525	2805 Murray Street	Port Moody	BC	Canada	V3H 1X3	GL	4766	2011-11-03 08:00:00-07	2016-05-06 06:32:26-07	\N	f
Central City Brewing Company	6045826620	6045844599	Suite 190 Central City - 13450 102nd Avenue	Surrey	BC	Canada	V3T 5X3	CCBC	4824	2011-12-18 07:00:00-08	2016-05-06 06:32:26-07	\N	f
Elite Window Installations Ltd. 	6044370617	6044379792	4147 Napier Street	Burnaby	BC	Canada	V5C 3G5	EWI	4852	2012-01-26 07:00:00-08	2016-05-06 06:32:27-07	\N	f
1090 Lougheed Highway Limited Partnership	6046892566	6046892569	413 - 375 Water Street	Vancouver	BC	Canada	V6B 5C6	OLHLP	4874	2012-02-06 07:00:00-08	2016-05-06 06:32:27-07	\N	f
Rubbair Door Div. of Eckel Industries Inc.	8009667822	9787727114	100 Groten Shirley Road	Ayer	MA	USA	01432-1	RD	4886	2012-02-12 07:00:00-08	2016-05-06 06:32:29-07	\N	f
Cristina Oberti Interior Design Inc.	6046970363	6046970030	Suite 1460 1188 West Georgia St.	Vancouver	BC	Canada	V6E 4A2	COID	4946	2012-03-25 08:00:00-07	2016-05-06 06:32:29-07	\N	f
BKL Consultants Ltd.	6049882508	6049887457	308-1200 Lynn Valley Road	North Vancouver	BC	Canada	V7J 2A2	BKL	4980	2012-04-24 08:00:00-07	2016-05-06 06:32:29-07	0	f
Flow Consulting Group	6046090500	6049999999	101 - 1444 Alberni Street	Vancouver	BC	Canada	V6G 2Z4	FCG	5002	2012-05-07 08:00:00-07	2016-05-06 06:32:29-07	0	f
TomCat Demolition	6045324023		Unit C-2793 208th Street	Langley	BC	Canada	V2Z 2B1	TCD	5064	2012-08-26 08:00:00-07	2016-05-06 06:32:31-07	\N	f
Pacific Arbour Four Residences Ltd.	6044085811	6046695813	#450 1550 Alberni Street	Vancouver	BC	Canada	V6G 1A5	PARC	5090	2012-09-12 08:00:00-07	2016-05-06 06:32:32-07	\N	f
UCC Group Inc.	6047304833	6049999999	300 - 1275 West 6th Avenue	Vancouver	BC	Canada	V6H 1A6	UCCG	5546	2014-02-13 07:00:00-08	2017-09-11 16:18:35-07	7	f
Benett  Land Surveying Ltd. 	6046827146	6046827149	201-275 Fell Avenue	North Vancouver	BC	Canada	V7P 3R5	BLS	5202	2013-01-27 07:00:00-08	2016-05-06 06:32:34-07	\N	f
BC Site Service 	6045988414	6045988416	Unit 14-8456 129A St	Surrey		Canada	V3W 1A2	BCSS	5226	2013-02-03 07:00:00-08	2016-05-06 06:32:34-07	\N	f
Bay Street Properties	6049839469	6049999999	160 5th Street West	North Vancouver	BC	Canada	V7M 1J8	BSP	5276	2013-03-13 08:00:00-07	2016-05-06 06:32:34-07	\N	f
Classic Painting and Decorating	6044318552		#5-3871 North Fraser Way	Burnaby	BC	Canada	V5J 5G6	CPD	5318	2013-04-14 08:00:00-07	2016-05-06 06:32:37-07	\N	f
Mangia E Bevi	6049228333	6049224334	2222 Marine Drive	West Vancouver	BC	Canada	V7V 1K4	MEB	5344	2013-05-20 08:00:00-07	2016-05-06 06:32:37-07	\N	f
Vittrium Building Products Inc.	2505901404	2505908626	3-859 Devonshire Road	Victoria BC		Canada	V9A 4T5	VBPI	5364	2013-06-19 08:00:00-07	2016-05-06 06:32:37-07	\N	f
Sharana Millwork Ltd.	6042991626	6042991647	2939 Norland Avenue	Burnaby	BC	Canada	V5B3A9	Shar	5468	2013-11-11 07:00:00-08	2016-05-06 06:32:39-07	\N	f
Morrison Hershfield Ltd.	6044540402	6044540403	#300 4321 Stilll Creek Drive	Burnaby	BC	Canada	V5C 6S7	MH	4396	2010-08-05 08:00:00-07	2017-10-26 09:33:12-07	0	f
Kane Consulting	6049240094		1353 B Pemberton Avenue	North Vancouver	BC	Canada	V7P 2R6	KC	5518	2014-01-19 07:00:00-08	2016-05-06 06:32:39-07	\N	f
Envirowest Consultants Inc.	60494405023242	\N	Suite 101 - 1515 Broadway Street	Port Coquitlam	BC	Canada	V3C 6M2	ECI	5636	2016-05-06 06:32:41-07	2016-05-06 06:32:42-07	0	f
JP Drywall Ltd.	6046070028	6048823924	108- 18935 96th Ave. 	Surrey		Canada	V4N 3P3	JPD	4286	2010-03-15 08:00:00-07	2016-05-06 06:32:20-07	\N	f
Double K Excavating Ltd.	3066932631	3066920961	2 Buffalo Street	Tuxford	SK	Canada	S0H 4C0	DKEL	4294	2010-03-23 08:00:00-07	2016-05-06 06:32:20-07	\N	f
Perez Engineering Ltd.	6049043450	6049043460	101 - 1075 1st Street West	North Vancouver	BC	Canada	V7P 3T4	PEL	4300	2010-04-15 08:00:00-07	2016-05-06 06:32:20-07	\N	f
Tata Interiors Ltd.	6047820426	6049367684	833 Gatensbury Street	Coquitlam	BC	Canada	V3J 5H6	TIL	4322	2010-05-30 08:00:00-07	2016-05-06 06:32:20-07	\N	f
